tx_id,merchant_id,order_id,category,amount,hour,dayofweek,device_age_days,local_time,created_at,status
44,0,order_TWmGAu7mce6s4k,travel,480.0,18,1,43.31,2640.0,1788266749,created
45,0,order_TWmGBV6X8ATizf,other,369.0,18,1,65.83,2700.0,1788266750,created
46,4,order_TWmGBiotEp3h24,fashion,428.5,18,1,267.15,2760.0,1788266750,created
47,2,order_TWmGBup7lTjd1z,other,281.5,18,1,79.1,2820.0,1788266750,created
48,0,order_TWmGC5O1aHqwBq,fashion,297.0,18,1,351.4,2880.0,1788266750,created
49,2,order_TWmGCFei1z3Ivz,other,278.5,18,1,282.54,2940.0,1788266750,created
50,0,order_TWmGCSQWRrA394,electronics,23.0,18,1,32.33,3000.0,1788266750,created
51,4,order_TWmGCe37t20msR,other,53.5,18,1,221.57,3060.0,1788266751,created
52,3,order_TWmGCorrQzfXUS,other,254.0,18,1,267.51,3120.0,1788266751,created
53,3,order_TWmGD0Lu33sFPj,fashion,276.5,18,1,248.78,3180.0,1788266751,created
54,2,order_TWmGDCyxIlWOPT,fashion,155.0,18,1,122.36,3240.0,1788266751,created
55,0,order_TWmGDRrrBZm2Br,grocery,190.5,18,1,333.42,3300.0,1788266751,created
56,3,order_TWmGEb8HeHTJzm,fashion,430.0,18,1,197.31,3360.0,1788266752,created
57,1,order_TWmGEQJYnSBLY5,fashion,305.5,18,1,332.09,3420.0,1788266752,created
58,0,order_TWmGEElYtjYECM,fashion,265.0,18,1,1.71,3480.0,1788266752,created
59,1,order_TWmGDpOX21a2m2,grocery,24.5,18,1,215.86,3540.0,1788266752,created
60,4,order_TWmGDdk8eute0b,electronics,466.0,18,1,124.62,3600.0,1788266752,created
61,4,order_TWmGE332gLk4Wc,fashion,305.5,18,1,181.22,3660.0,1788266752,created
62,3,order_TWmGEo1EPnGD96,grocery,486.0,18,1,214.86,3720.0,1788266753,created
63,1,order_TWmGEys7DKbCEh,other,426.0,18,1,108.59,3780.0,1788266753,created
64,1,order_TWmGFBSuifL40q,other,327.5,18,1,184.46,3840.0,1788266753,created
65,2,order_TWmGFOW6p7GRD8,grocery,51.0,18,1,169.29,3900.0,1788266753,created
66,0,order_TWmGFZ5BPZv4R0,travel,473.5,18,1,64.06,3960.0,1788266753,created
67,4,order_TWmGFkD2TPiBjx,other,198.0,18,1,359.58,4020.0,1788266753,created
68,2,order_TWmGFvtLEstmnG,other,82.5,18,1,70.53,4080.0,1788266754,created
69,1,order_TWmGG7OUl3tKEe,other,480.0,18,1,272.91,4140.0,1788266754,created
70,0,order_TWmGGLOjain7y3,travel,458.5,18,1,52.27,4200.0,1788266754,created
71,0,order_TWmGGY6INkQBNu,other,193.0,18,1,266.46,4260.0,1788266754,created
72,4,order_TWmGGkfiMCubuc,fashion,282.0,18,1,50.61,4320.0,1788266754,created
73,0,order_TWmGHpp4Qnl14T,other,284.0,18,1,113.46,4380.0,1788266755,created
74,1,order_TWmGHUGWKhK034,fashion,131.0,18,1,245.23,4440.0,1788266755,created
75,0,order_TWmGHf7rDMjHsl,travel,89.0,18,1,224.76,4500.0,1788266755,created
76,4,order_TWmGH6cgnY2mUT,fashion,41.0,18,1,9.51,4560.0,1788266755,created
77,0,order_TWmGHIni6Csq46,fashion,212.0,18,1,25.85,4620.0,1788266755,created
78,3,order_TWmGGvFG7USf1R,other,270.5,18,1,252.84,4680.0,1788266755,created
79,0,order_TWmGI2nBXY4sIf,other,247.0,18,1,2.66,4740.0,1788266756,created
80,1,order_TWmGIDgTQB0rag,fashion,276.5,18,1,196.05,4800.0,1788266756,created
81,4,order_TWmGIQ1xPG4XCx,electronics,300.0,18,1,242.32,4860.0,1788266756,created
82,0,order_TWmGIbyYhUbuDl,electronics,490.5,18,1,48.63,4920.0,1788266756,created
83,3,order_TWmGIlr99DxAvW,travel,393.0,18,1,172.09,4980.0,1788266756,created
84,0,order_TWmGIyaFIXdZGC,other,377.5,18,1,27.29,5040.0,1788266756,created
85,2,order_TWmGJAl0Roya5f,travel,163.0,18,1,57.42,5100.0,1788266757,created
86,0,order_TWmGJPSD6IGXeg,grocery,178.0,18,1,227.81,5160.0,1788266757,created
87,4,order_TWmGJayxytQLXV,fashion,123.0,18,1,262.09,5220.0,1788266757,created
88,4,order_TWmGJl44XSVqO5,fashion,160.5,18,1,122.33,5280.0,1788266757,created
89,0,order_TWmGJvDlAhbXX8,other,118.0,18,1,71.92,5340.0,1788266757,created
90,3,order_TWmGK6RRVwbmVx,other,396.5,18,1,27.14,5400.0,1788266757,created
91,4,order_TWmGL5JImj0fH8,fashion,390.0,18,1,296.52,5460.0,1788266758,created
92,4,order_TWmGKsvt6LUeHl,electronics,250.0,18,1,235.99,5520.0,1788266758,created
93,0,order_TWmGKU3YN6Pql1,fashion,59.0,18,1,340.02,5580.0,1788266758,created
94,3,order_TWmGKgL3ocQxjU,electronics,218.0,18,1,305.71,5640.0,1788266758,created
95,1,order_TWmGKIMUzqAGQs,fashion,50.5,18,1,57.22,5700.0,1788266758,created
96,4,order_TWmGLHJEZF8flC,grocery,289.0,18,1,220.88,5760.0,1788266759,created
97,0,order_TWmGLT0fcoPiPy,electronics,448.5,18,1,184.51,5820.0,1788266759,created
98,1,order_TWmGLfJhHjzpcg,travel,134.0,18,1,262.25,5880.0,1788266759,created
99,1,order_TWmGLqEarVcR6r,travel,464.5,18,1,31.77,5940.0,1788266759,created
100,4,order_TWmGM0NJLTfebP,travel,251.0,18,1,222.49,6000.0,1788266759,created
101,4,order_TWmGMB0AknQRgb,electronics,479.5,18,1,169.61,6060.0,1788266759,created
102,3,order_TWmGMQLfaEt4Lu,fashion,406.5,18,1,169.23,6120.0,1788266760,created
103,0,order_TWmGMcm38SGi2m,other,374.5,18,1,67.5,6180.0,1788266760,created
104,1,order_TWmGMndjjzdjiM,other,423.5,18,1,291.65,6240.0,1788266760,created
105,0,order_TWmGN0WAICCfx8,grocery,459.5,18,1,251.09,6300.0,1788266760,created
106,4,order_TWmGNB6YhWakON,grocery,361.5,18,1,199.76,6360.0,1788266760,created
107,2,order_TWmGNN0iVDiVDU,electronics,498.5,18,1,155.66,6420.0,1788266760,created
108,3,order_TWmGOHWWFCrKOP,electronics,351.5,18,1,292.84,6480.0,1788266761,created
109,4,order_TWmGO7k9uYkt2x,travel,108.5,18,1,335.93,6540.0,1788266761,created
110,0,order_TWmGOSiYizDxN4,electronics,179.5,18,1,12.84,6600.0,1788266761,created
111,1,order_TWmGNl47kJEfZQ,other,126.5,18,1,207.37,6660.0,1788266761,created
112,4,order_TWmGNwYMJ5L7AV,grocery,101.5,18,1,74.23,6720.0,1788266761,created
113,3,order_TWmGNXt6nKUbjm,fashion,426.5,18,1,197.16,6780.0,1788266761,created
114,4,order_TWmGPcOcbMSQpx,travel,116.5,18,1,82.86,6840.0,1788266762,created
115,0,order_TWmGPPXllsKlIZ,other,218.5,18,1,120.31,6900.0,1788266762,created
116,0,order_TWmGOfWIzcZKnb,grocery,205.0,18,1,191.62,6960.0,1788266762,created
117,3,order_TWmGP2h7G4jZAH,fashion,202.5,18,1,89.16,7020.0,1788266762,created
118,3,order_TWmGOrUfkCyO1r,fashion,50.0,18,1,156.87,7080.0,1788266762,created
119,4,order_TWmGPEdyBLDYrO,electronics,281.0,18,1,223.31,7140.0,1788266762,created
120,1,order_TWmGPo8HBsF726,fashion,402.5,18,1,137.13,7200.0,1788266763,created
121,3,order_TWmGPycJQqtAdS,travel,169.5,18,1,64.35,7260.0,1788266763,created
122,2,order_TWmGQ9pEEXj96n,grocery,233.5,18,1,363.37,7320.0,1788266763,created
123,4,order_TWmGQKLbBs2v7M,other,420.5,18,1,156.9,7380.0,1788266763,created
124,2,order_TWmGQXp0iSZx1c,grocery,339.0,18,1,80.6,7440.0,1788266763,created
125,3,order_TWmGQk9TUxjCK1,fashion,152.5,18,1,16.99,7500.0,1788266764,created
126,1,order_TWmGQwLQPKwcYk,other,480.5,18,1,184.9,7560.0,1788266764,created
127,0,order_TWmGR9vyc2SHWR,grocery,16.0,18,1,257.75,7620.0,1788266764,created
128,2,order_TWmGRKy2CVyXBl,fashion,449.0,18,1,117.05,7680.0,1788266764,created
129,4,order_TWmGRW0cuuzErM,electronics,146.0,18,1,82.52,7740.0,1788266764,created
130,1,order_TWmGRfvQTObfKt,other,190.5,18,1,295.72,7800.0,1788266764,created
131,3,order_TWmGSjTRDZPCns,other,437.0,18,1,49.7,7860.0,1788266765,created
132,4,order_TWmGSYa85CQrvW,other,367.5,18,1,41.68,7920.0,1788266765,created
133,3,order_TWmGSO7bknTbqO,other,347.5,18,1,200.77,7980.0,1788266765,created
134,4,order_TWmGS06Ywn7aIe,fashion,483.5,18,1,282.04,8040.0,1788266765,created
135,1,order_TWmGSCQ4oAPQnX,electronics,236.0,18,1,101.84,8100.0,1788266765,created
136,1,order_TWmGRqCaZDzv8Z,other,484.0,18,1,39.51,8160.0,1788266765,created
137,2,order_TWmGSuOeUP0Ejg,fashion,211.0,18,1,93.62,8220.0,1788266766,created
138,0,order_TWmGT64g4kIayb,travel,31.0,18,1,101.19,8280.0,1788266766,created
139,4,order_TWmGTHioardg2k,other,144.0,18,1,286.99,8340.0,1788266766,created
140,2,order_TWmGTTj8wSQ99q,fashion,201.5,18,1,191.79,8400.0,1788266766,created
141,3,order_TWmGTeESpN2jqs,travel,291.0,18,1,117.27,8460.0,1788266766,created
142,1,order_TWmGTpH9TZA5BK,grocery,276.5,18,1,182.2,8520.0,1788266766,created
143,0,order_TWmGV3yg83YTmm,other,406.5,18,1,172.91,8580.0,1788266767,created
144,1,order_TWmGU0JSVG3PZF,travel,438.0,18,1,217.08,8640.0,1788266767,created
145,4,order_TWmGUCJcDKSa7Y,electronics,343.0,18,1,114.88,8700.0,1788266767,created
146,0,order_TWmGUNFEuJLRpF,electronics,331.5,18,1,302.87,8760.0,1788266767,created
147,0,order_TWmGUY6gPkvE8K,fashion,232.5,18,1,272.58,8820.0,1788266767,created
148,3,order_TWmGUhw5kjoEkq,travel,325.0,18,1,157.16,8880.0,1788266767,created
149,0,order_TWmGUsasEAM2oN,fashion,312.5,18,1,3.26,8940.0,1788266767,created
150,0,order_TWmGVFKrRfNCuD,grocery,207.5,18,1,315.84,9000.0,1788266768,created
151,3,order_TWmGVbbEIDkPgB,other,481.0,18,1,339.61,9060.0,1788266768,created
152,1,order_TWmGW3BdgxENyi,grocery,464.0,18,1,119.52,9120.0,1788266768,created
153,1,order_TWmGVP9LDCezjw,travel,228.5,18,1,215.84,9180.0,1788266768,created
154,0,order_TWmGVnoudhMRd8,grocery,379.5,18,1,301.71,9240.0,1788266768,created
155,2,order_TWmGX7z49PiATr,other,400.5,18,1,279.07,9300.0,1788266769,created
156,0,order_TWmGWvW9lYAsSO,fashion,383.5,18,1,236.98,9360.0,1788266769,created
157,2,order_TWmGWGnjqUvi52,grocery,426.0,18,1,298.14,9420.0,1788266769,created
158,0,order_TWmGWUSHkvywn8,fashion,196.5,18,1,192.98,9480.0,1788266769,created
159,2,order_TWmGWjYEcECs1S,electronics,383.5,18,1,52.49,9540.0,1788266769,created
160,3,order_TWmGXKbE5yGimF,other,289.0,18,1,27.92,9600.0,1788266770,created
161,2,order_TWmGXWM2MJqhwU,other,482.0,18,1,166.21,9660.0,1788266770,created
162,0,order_TWmGXhXCOO8xad,electronics,463.5,18,1,350.5,9720.0,1788266770,created
163,0,order_TWmGXsVbuwM9m1,fashion,426.0,18,1,345.5,9780.0,1788266770,created
164,3,order_TWmGY4Zw8ovbAZ,electronics,33.5,18,1,146.11,9840.0,1788266770,created
165,4,order_TWmGYFNQ3R3GGB,other,127.0,18,1,56.1,9900.0,1788266770,created
166,3,order_TWmGYS8qgWqLBh,fashion,104.0,18,1,286.71,9960.0,1788266771,created
167,2,order_TWmGYem0t4NYHT,travel,7.5,18,1,292.4,10020.0,1788266771,created
168,4,order_TWmGYpQnheNVjY,other,234.0,18,1,80.4,10080.0,1788266771,created
169,1,order_TWmGZ2AqXAoK2p,travel,366.0,18,1,268.84,10140.0,1788266771,created
170,4,order_TWmGZDnMDs3Ehw,other,193.0,18,1,101.31,10200.0,1788266771,created
171,4,order_TWmGZOtAfUPaBK,electronics,298.0,18,1,267.29,10260.0,1788266771,created
172,1,order_TWmGaP9Z3Xeyk6,electronics,434.0,18,1,268.84,10320.0,1788266772,created
173,2,order_TWmGaCS940y3Yb,other,241.5,18,1,126.86,10380.0,1788266772,created
174,3,order_TWmGa2SYkOOj7A,other,223.0,18,1,184.42,10440.0,1788266772,created
175,3,order_TWmGZqA4YIHmBZ,fashion,30.5,18,1,354.17,10500.0,1788266772,created
176,2,order_TWmGZb80rVqVZO,fashion,347.0,18,1,241.64,10560.0,1788266772,created
177,3,order_TWmGacQ5TZ3PDE,electronics,280.5,18,1,6.21,10620.0,1788266773,created
178,4,order_TWmGan5O5zH9Y2,travel,289.0,18,1,122.11,10680.0,1788266773,created
179,3,order_TWmGazfxGFbtRe,grocery,193.0,18,1,184.16,10740.0,1788266773,created
180,2,order_TWmGbBDPjUISvt,fashion,196.5,18,1,118.04,10800.0,1788266773,created
181,2,order_TWmGbMfncSKs9D,grocery,336.0,18,1,139.29,10860.0,1788266773,created
182,1,order_TWmGbXsvX9PFr0,electronics,222.0,18,1,182.18,10920.0,1788266773,created
183,2,order_TWmGbjs7LWTkhd,electronics,446.0,18,1,89.99,10980.0,1788266774,created
184,3,order_TWmGbws84RRjYU,travel,244.0,18,1,297.01,11040.0,1788266774,created
185,2,order_TWmGc9GVpP09NS,electronics,278.5,18,1,172.82,11100.0,1788266774,created
186,4,order_TWmGcLmGroLrvz,other,143.5,18,1,182.09,11160.0,1788266774,created
187,3,order_TWmGcZ2E1ACbQS,other,388.0,18,1,124.06,11220.0,1788266774,created
188,0,order_TWmGdZFC1Sx7fK,grocery,293.5,18,1,103.2,11280.0,1788266775,created
189,3,order_TWmGdl0TBnH5su,grocery,318.0,18,1,231.05,11340.0,1788266775,created
190,4,order_TWmGdD4yywcumE,other,364.5,18,1,242.86,11400.0,1788266775,created
191,0,order_TWmGd1FehjDBFZ,electronics,328.0,18,1,327.22,11460.0,1788266775,created
192,1,order_TWmGdO9Xl0TmjL,other,427.5,18,1,4.36,11520.0,1788266775,created
193,4,order_TWmGcpFRZZph7z,other,85.0,18,1,134.94,11580.0,1788266775,created
194,4,order_TWmGeBTGWXbtFP,grocery,485.5,18,1,26.7,11640.0,1788266776,created
195,3,order_TWmGeO1NuwmYqT,electronics,287.5,18,1,326.2,11700.0,1788266776,created
196,1,order_TWmGeb2fUzTYec,other,265.5,18,1,183.9,11760.0,1788266776,created
197,3,order_TWmGemm9a2VtDP,other,491.5,18,1,27.65,11820.0,1788266776,created
198,1,order_TWmGdyx06kah0m,grocery,341.5,18,1,128.22,11880.0,1788266776,created
199,0,order_TWmGf0U90Tn17f,grocery,80.5,18,1,106.81,11940.0,1788266777,created
200,0,order_TWmGfBNXxTzBHN,electronics,255.5,18,1,234.81,12000.0,1788266777,created
201,2,order_TWmGfLzwTzbDzZ,electronics,140.5,18,1,323.73,12060.0,1788266777,created
202,2,order_TWmGfYjqqhvTva,travel,244.5,18,1,253.92,12120.0,1788266777,created
203,4,order_TWmGfkUhS6V5gY,grocery,128.5,18,1,282.33,12180.0,1788266777,created
204,3,order_TWmGfwQRDBApKx,electronics,467.0,18,1,98.22,12240.0,1788266777,created
205,2,order_TWmGgteUwyg3vP,grocery,292.0,18,1,24.92,12300.0,1788266778,created
206,2,order_TWmGgjNA7bsHnW,grocery,372.5,18,1,214.42,12360.0,1788266778,created
207,1,order_TWmGgKUYq0rwSo,grocery,435.0,18,1,58.77,12420.0,1788266778,created
208,3,order_TWmGg7IIhfJakN,fashion,78.5,18,1,172.38,12480.0,1788266778,created
209,3,order_TWmGgXZR6zj5rO,fashion,196.0,18,1,41.38,12540.0,1788266778,created
210,4,order_TWmGh524gbZVJy,travel,104.5,18,1,170.37,12600.0,1788266779,created
211,0,order_TWmGhGDsX0E2bF,other,408.0,18,1,194.89,12660.0,1788266779,created
212,1,order_TWmGhQwWIsOO3O,fashion,94.5,18,1,6.28,12720.0,1788266779,created
213,4,order_TWmGhc20Gve0vG,electronics,470.5,18,1,252.55,12780.0,1788266779,created
214,3,order_TWmGhneDkKYMpx,grocery,65.0,18,1,164.2,12840.0,1788266779,created
215,3,order_TWmGi0Qfe3Ze99,grocery,324.0,18,1,213.14,12900.0,1788266779,created
216,4,order_TWmGjGJ55TcnDU,electronics,368.5,18,1,302.3,12960.0,1788266780,created
217,0,order_TWmGj4CEcOeq9Y,travel,461.5,18,1,120.05,13020.0,1788266780,created
218,4,order_TWmGistOjHoQFk,fashion,376.5,18,1,328.6,13080.0,1788266780,created
219,3,order_TWmGiBLt2wAYtX,electronics,482.5,18,1,127.58,13140.0,1788266780,created
220,1,order_TWmGiY5SfRoT8A,electronics,387.0,18,1,33.88,13200.0,1788266780,created
221,0,order_TWmGiNInO02ogG,grocery,425.5,18,1,283.2,13260.0,1788266780,created
222,2,order_TWmGiio5yl7mF1,electronics,176.5,18,1,36.32,13320.0,1788266780,created
223,3,order_TWmGkKsKpRkJ8P,fashion,463.0,18,1,253.6,13380.0,1788266781,created
224,1,order_TWmGkAX4Ljgel9,fashion,152.0,18,1,81.42,13440.0,1788266781,created
225,0,order_TWmGjzsomneEve,travel,217.0,18,1,135.6,13500.0,1788266781,created
226,4,order_TWmGjckdwvKb8Y,grocery,125.0,18,1,7.6,13560.0,1788266781,created
227,4,order_TWmGjRQqfACxME,other,149.0,18,1,35.68,13620.0,1788266781,created
228,1,order_TWmGjocKhh96wL,fashion,167.0,18,1,7.99,13680.0,1788266781,created
229,2,order_TWmGkVd9AmcThI,grocery,404.5,18,1,235.39,13740.0,1788266782,created
230,1,order_TWmGkgZ970Xqoo,grocery,237.0,18,1,275.05,13800.0,1788266782,created
231,3,order_TWmGkrWQIHo1Us,travel,307.0,18,1,357.89,13860.0,1788266782,created
232,0,order_TWmGl2wGvjIS2d,other,304.5,18,1,220.46,13920.0,1788266782,created
233,3,order_TWmGlDnHsO6JBH,travel,87.5,18,1,62.09,13980.0,1788266782,created
234,0,order_TWmGlOm7ae1GDd,electronics,495.0,18,1,11.98,14040.0,1788266782,created
235,2,order_TWmGlbYqDc7IXd,travel,334.0,18,1,338.65,14100.0,1788266783,created
236,0,order_TWmGlnuJmXdhEo,grocery,378.5,18,1,12.95,14160.0,1788266783,created
237,1,order_TWmGm0qsIS0Wlx,grocery,308.0,18,1,166.16,14220.0,1788266783,created
238,4,order_TWmGmBxRMFbspo,travel,220.5,18,1,329.82,14280.0,1788266783,created
239,0,order_TWmGmNLn9bWJ0o,grocery,141.0,18,1,294.78,14340.0,1788266783,created
240,3,order_TWmGnJQ650pT1D,fashion,75.0,18,1,77.95,14400.0,1788266784,created
241,4,order_TWmGn8XYRGY0OT,electronics,399.5,18,1,197.02,14460.0,1788266784,created
242,2,order_TWmGnWKQxH8d8S,fashion,455.0,18,1,349.86,14520.0,1788266784,created
243,3,order_TWmGmmky9RGNZw,grocery,249.0,18,1,139.83,14580.0,1788266784,created
244,2,order_TWmGmakFy7qGVp,grocery,105.5,18,1,183.75,14640.0,1788266784,created
245,0,order_TWmGmyDy7vaB6t,electronics,238.0,18,1,48.81,14700.0,1788266784,created
246,0,order_TWmGnk7CAgMAIR,grocery,377.5,18,1,210.25,14760.0,1788266785,created
247,4,order_TWmGnufJ1te8jz,fashion,312.0,18,1,108.08,14820.0,1788266785,created
248,3,order_TWmGo5dBmP9N7K,grocery,25.5,18,1,242.34,14880.0,1788266785,created
249,1,order_TWmGoIHyTiW4wQ,fashion,319.5,18,1,106.63,14940.0,1788266785,created
250,2,order_TWmGoUzcRc3ssx,fashion,393.0,18,1,275.16,15000.0,1788266785,created
251,0,order_TWmGpdSYARYSn2,travel,418.0,18,1,351.82,15060.0,1788266786,created
252,0,order_TWmGpSDtzooLWn,fashion,409.0,18,1,317.03,15120.0,1788266786,created
253,4,order_TWmGpHTXRmNFKD,travel,211.5,18,1,300.08,15180.0,1788266786,created
254,0,order_TWmGovLdNLjq6U,travel,414.5,18,1,338.77,15240.0,1788266786,created
255,1,order_TWmGojELolfYny,travel,109.0,18,1,196.48,15300.0,1788266786,created
256,4,order_TWmGp6S0sYLbUf,fashion,98.0,18,1,323.38,15360.0,1788266786,created
257,2,order_TWmGppQluEq2wM,other,376.0,18,1,251.89,15420.0,1788266787,created
258,0,order_TWmGq1BULEkp6n,other,348.5,18,1,351.54,15480.0,1788266787,created
259,0,order_TWmGqDxONqVcq0,electronics,464.5,18,1,180.93,15540.0,1788266787,created
260,4,order_TWmGqVVIkHG7m1,travel,91.5,18,1,18.13,15600.0,1788266787,created
261,2,order_TWmGqkQVXetMIL,travel,418.5,18,1,50.07,15660.0,1788266787,created
262,1,order_TWmGrqQKOMFmPH,electronics,192.5,18,1,176.57,15720.0,1788266788,created
263,3,order_TWmGrfaLBhRWZX,fashion,47.0,18,1,151.37,15780.0,1788266788,created
264,2,order_TWmGrFTuMunqp0,fashion,351.5,18,1,134.62,15840.0,1788266788,created
265,3,order_TWmGr0uSIUahNY,other,295.0,18,1,191.53,15900.0,1788266788,created
266,1,order_TWmGrSgoZxlopq,fashion,406.5,18,1,363.01,15960.0,1788266788,created
267,1,order_TWmGs3UJTJDqrr,fashion,179.5,18,1,221.91,16020.0,1788266789,created
268,0,order_TWmGsGK9KQG7jV,fashion,125.5,18,1,296.81,16080.0,1788266789,created
269,0,order_TWmGsVBxuIrYvx,fashion,175.0,18,1,108.33,16140.0,1788266789,created
270,1,order_TWmGsgUDLD9R0A,electronics,299.0,18,1,220.37,16200.0,1788266789,created
271,4,order_TWmGsrE15ySvXd,digital_goods,9.9,18,1,231.75,16260.0,1788266789,created
272,3,order_TWmGt2xSI5oxCE,electronics,9.9,18,1,61.45,16320.0,1788266789,created
273,3,order_TWmGtFI30dMPC3,electronics,9.9,18,1,335.38,16380.0,1788266790,created
274,4,order_TWmGtShnNTGPKI,electronics,299.0,18,1,89.17,16440.0,1788266790,created
275,1,order_TWmGtgUIJTuYgd,electronics,299.0,18,1,64.97,16500.0,1788266790,created
276,0,order_TWmGtrZbRobVT9,electronics,299.0,18,1,120.91,16560.0,1788266790,created
277,1,order_TWmGu2vJ6kXGkR,digital_goods,199.0,18,1,318.71,16620.0,1788266790,created
278,4,order_TWmGuzP9xTNThV,digital_goods,99.0,18,1,331.52,16680.0,1788266791,created
279,3,order_TWmGuo9RHUZBP7,electronics,99.9,18,1,77.92,16740.0,1788266791,created
280,2,order_TWmGvCXpMUvxew,electronics,9.9,18,1,356.25,16800.0,1788266791,created
281,3,order_TWmGuOrckEWCUD,digital_goods,199.0,18,1,329.19,16860.0,1788266791,created
282,0,order_TWmGuDls3HZ8th,electronics,9.9,18,1,50.73,16920.0,1788266791,created
283,3,order_TWmGuc7K4yTXie,electronics,9.9,18,1,133.92,16980.0,1788266791,created
284,3,order_TWmGvQhuLsihSL,digital_goods,299.0,18,1,251.3,17040.0,1788266792,created
285,0,order_TWmGvqTkHD0tqb,electronics,99.0,18,1,94.22,17100.0,1788266792,created
286,3,order_TWmGw4dS5lQc5H,digital_goods,99.9,18,1,220.13,17160.0,1788266792,created
287,0,order_TWmGwHMP2EGId9,digital_goods,9.9,18,1,187.81,17220.0,1788266792,created
288,1,order_TWmGxNqFofmCp7,digital_goods,299.0,18,1,216.1,17280.0,1788266793,created
289,2,order_TWmGxCeFw1Yhyi,digital_goods,9.9,18,1,93.46,17340.0,1788266793,created
